theta_deg,phi_deg,AOmega_MC_cm2sr,AOmega_analytic_cm2sr,ratio_MC_over_analytic
5.000000000000001,-37.49999999999999,0.8951475362516133,0.8946139687574224,1.0005964220466308
5.000000000000001,-32.5,0.8957664224916425,0.8954519641103298,1.0003511728087224
5.000000000000001,-27.5,0.896837571753231,0.896702531049863,1.0001505969914124
5.000000000000001,-22.5,0.8988846570087133,0.8983579601973954,1.0005862883557042
5.000000000000001,-17.5,0.8999796095872267,0.9004079773029426,0.9995242515320676
5.000000000000001,-12.499999999999998,0.9025741711319645,0.9028397508076714,0.9997058396293812
5.000000000000001,-7.499999999999999,0.905168732676703,0.9056379053253655,0.9994819423459379
5.000000000000001,-2.5,0.9079061141229864,0.9087845434978538,0.9990334019420198
5.000000000000001,2.5,0.9076442776368201,0.9087845434978538,0.99874528471111
5.000000000000001,7.499999999999999,0.9044070265351284,0.9056379053253655,0.9986408709452208
5.000000000000001,12.499999999999998,0.9021219081104046,0.9028397508076714,0.9992049057469782
5.000000000000001,17.5,0.8993369200302731,0.9004079773029426,0.9988104755847702
5.000000000000001,22.5,0.8979563276486694,0.8983579601973954,0.9995529259309531
5.000000000000001,27.5,0.895909242393187,0.896702531049863,0.9991153268456294
5.000000000000001,32.5,0.8943620267931145,0.8954519641103298,0.9987828076090065
5.000000000000001,37.49999999999999,0.893481304066919,0.8946139687574224,0.9987339067686628
5.000000000000001,42.5,0.8934336974330707,0.8941936857663544,0.9991500853278421
5.000000000000001,47.5,0.8936241239684642,0.8941936857663544,0.9993630442632773
5.000000000000001,52.50000000000001,0.8939335670884788,0.8946139687574224,0.9992394466298256
5.000000000000001,57.5,0.8947190765469764,0.8954519641103285,0.9991815445241887
5.000000000000001,62.50000000000001,0.8961234722455068,0.8967025310498647,0.9993542353408104
5.000000000000001,67.5,0.8977659011132745,0.8983579601973941,0.9993409541515171
5.000000000000001,72.5,0.9003366593410909,0.9004079773029438,0.9999207937250106
5.000000000000001,77.5,0.9024789578642668,0.9028397508076705,0.9996003798646648
5.000000000000001,82.50000000000001,0.9054543724797947,0.9056379053253668,0.9997973441212068
5.000000000000001,87.5,0.9083821804614693,0.9087845434978526,0.999557251452765
5.000000000000001,92.5,0.908167950609154,0.9087845434978551,0.9993215191729298
5.000000000000001,97.5,0.9047402729720662,0.9056379053253644,0.9990088396830346
5.000000000000001,102.50000000000001,0.9023361379627239,0.9028397508076729,0.9994421902175902
5.000000000000001,107.5,0.8997653797349076,0.9004079773029413,0.9992863262163019
5.000000000000001,112.5,0.8978849176978954,0.8983579601973941,0.9994734365136645
5.000000000000001,117.5,0.8962900954639738,0.8967025310498624,0.9995400530592841
5.000000000000001,122.50000000000001,0.8950285196669955,0.8954519641103331,0.9995271165173463
5.000000000000001,127.50000000000001,0.893862157137705,0.894613968757421,0.9991596245464842
5.000000000000001,132.5,0.8937669438700081,0.894193685766353,0.9995227634648536
