theta_deg,phi_deg,AOmega_MC_withcos_cm2sr,AOmega_analytic_withcos_cm2sr,ratio_MC_over_analytic_withcos,AOmega_MC_nocos_cm2sr,AOmega_analytic_nocos_cm2sr,ratio_MC_over_analytic_nocos,ratio_withcos_over_nocos_MC
1.0,-27.5,0.18908074442134573,0.18911133403051858,0.9998382455005689,0.18910954672128402,0.1891401409901122,0.999838245500569,0.9998476951563914
1.0,-22.5,0.18913815179238763,0.18918098905914374,0.9997735646326349,0.18916696283707848,0.18920980662915163,0.9997735646326349,0.9998476951563912
1.0,-17.5,0.18923064144573276,0.18926709436051334,0.9998073996174361,0.1892594665791916,0.18929592504677337,0.9998073996174363,0.9998476951563912
1.0,-12.499999999999998,0.1893358882926427,0.18936901678367987,0.999825058546536,0.18936472945814783,0.18939786299558323,0.9998250585465361,0.9998476951563913
1.0,-7.499999999999999,0.18944751373633512,0.1894860056923917,0.9997968612198249,0.18947637190552574,0.1895148697249867,0.9997968612198249,0.9998476951563913
1.0,-2.5,0.189597410760722,0.18961719791660672,0.9998956468289685,0.18962629176343315,0.1896460819334566,0.9998956468289685,0.9998476951563912
1.0,2.5,0.189581464268766,0.18961719791660672,0.9998115484869866,0.18961034284237918,0.1896460819334566,0.9998115484869866,0.9998476951563914
1.0,7.499999999999999,0.18945389233311755,0.1894860056923917,0.9998305238470946,0.18948275147394733,0.1895148697249867,0.9998305238470945,0.9998476951563913
1.0,12.499999999999998,0.18932313109907783,0.18936901678367987,0.999757691699617,0.18935197032130463,0.18939786299558323,0.9997576916996171,0.9998476951563913
1.0,17.5,0.18918280196986462,0.18926709436051334,0.9995546378997706,0.18921161981602963,0.18929592504677337,0.9995546378997704,0.9998476951563914
1.0,22.5,0.18903928354226007,0.18918098905914374,0.9992509526586767,0.18906807952654378,0.18920980662915163,0.9992509526586768,0.9998476951563912
1.0,27.5,0.18900739055834787,0.18911133403051858,0.9994503583156262,0.1890361816844357,0.1891401409901122,0.9994503583156262,0.9998476951563913
1.0,32.5,0.18897868687282707,0.1890586407950136,0.9995770945890105,0.18900747362653866,0.18908743972794975,0.9995770945890106,0.9998476951563912
1.0,37.49999999999999,0.1889499831873062,0.18902329591449654,0.9996121497784933,0.1889787655686415,0.18905208946341617,0.9996121497784933,0.9998476951563913
1.0,42.5,0.18896274038087105,0.189005558489885,0.9997734558213204,0.1889915247054847,0.18903434933689744,0.9997734558213205,0.9998476951563913
1.0,47.5,0.18898825476800074,0.189005558489885,0.9999084486084826,0.18901704297917107,0.18903434933689744,0.9999084486084826,0.9998476951563913
1.0,52.50000000000001,0.1889595510824798,0.18902329591449654,0.9996627673234225,0.18898833492127387,0.18905208946341617,0.9996627673234226,0.9998476951563913
1.0,57.5,0.1890424728406511,0.1890586407950134,0.9999144818015495,0.18907126931075435,0.1890874397279495,0.9999144818015495,0.9998476951563914
1.0,62.50000000000001,0.18912220530043183,0.18911133403051894,1.0000574860833626,0.18915101391602476,0.18914014099011256,1.0000574860833629,0.9998476951563912
1.0,67.5,0.1891891805666468,0.18918098905914352,1.0000432998450004,0.189217999384451,0.18920980662915138,1.0000432998450004,0.9998476951563913
1.0,72.5,0.18925615583286273,0.1892670943605136,0.9999422058668581,0.1892849848528782,0.18929592504677362,0.9999422058668579,0.9998476951563914
1.0,77.5,0.1893358882926425,0.18936901678367968,0.999825058546536,0.18936472945814764,0.18939786299558303,0.9998250585465361,0.9998476951563913
1.0,82.50000000000001,0.18941562075242327,0.18948600569239196,0.9996285480834772,0.18944447406341805,0.18951486972498696,0.9996285480834772,0.9998476951563912
